رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
557242480,خليل فادي بسام بن عبدالله,الاردنية,scrypt:32768:8:1$Yv8sWPnvA2kPKNIi$2fe4c9adbf516f25d462fe5241f0af299e2bbaa23ef7b423d902ff160b6cb89b3a8d7adf3577ffb59cf91ac993f48dd87c0b811bb6679da4d9ecc5a37455697b,ذكر,3.96,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,2,7483748738,Bluejam,,,الخاص,
110895229,ايتن عمر أكرم الخليفي,الاردنية,scrypt:32768:8:1$u3IFCXs7CGZTy82U$f1090ae299c882fc8ff236ff908f9f955ec267ea9a3eb7dde22077189d951e56c1d82a0e77cb6a612052f65630f1aacb7773d0ca322f8b6e170c7a07f5b36fa5,ذكر,3.03,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,1,3736110329,Zoomdog,2023-05-16,827 Red Cloud Point,,7308613912
879946911,طارق زبير لامي المنيف,الاردنية,scrypt:32768:8:1$WEqQTNzJZUorHvKK$2f53b2b0c49e52e0e695a5ca4cb2065ad6ab6e49cedcb961c0e08f4ae2bc9314ae547b33eafd3892b1f18e9d9a95ba5172ada6d83ebb55771f17e38861b20d6b,انثى,3.65,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,2,3962642607,Pixonyx,2024-09-03,,العام,
398401042,ابتسام بسام مجدي لخشين,الاردنية,scrypt:32768:8:1$B60PeSrl8vEI3KTw$76842a921b30a25433406b68b351717455c01b19c027a0d372d3303e6787be77e4b6e665e1607d7c2c3cf99e2dbaa1d39de6bc5f91c4ccb692e351552cdf5b6b,انثى,3.78,نظم المعلومات الحاسوبية,بكالوريوس,2024/2023,3,6381324347,Twitterlist,,88211 Corry Drive,,6179415359
286468498,إلياس يامن راشد غويلة,الاردنية,scrypt:32768:8:1$nD0lIDZXNzxzqKG2$f526a4301c837a35aef017a0bcc7df67635284d4d6f64c79783ee0b55daf4f737fafc26b0a65a7201b9967cded31655ce3fdc33055fe0a7155a02b906222f89d,ذكر,3.84,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,3,1094593797,Kazio,2021-08-18,,,6965995252
330762235,دلال نيار مُهاب بودوارة,الاردنية,scrypt:32768:8:1$ITFhqL4IYr9fOkV8$02208787012cd0516c6a7db649eaf094996177516ad85ed41756d46b200594d8cba8aa480dbdc5d9481e8ad3cc87b7e4116e5d7eba55c1a9debe1780cfb310ea,ذكر,2.4,الأمن السيبراني,بكالوريوس,2022/2021,3,2071394563,,2021-07-22,1248 Red Cloud Street,الخاص,4848941808
258909975,كنزي تميم خلدون غويلة,الاردنية,scrypt:32768:8:1$xLRaAgw0k3xXLhvO$c09e4dd1ae2c82a1f9faea298ddaf0b0d283cfa058c277f781ac022fa98647630bdfdf0f3c6f026289a593fce08240fe9fc9bfc4dd1918c79d3303273e2bb746,ذكر,2.49,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,,,2023-04-02,5 Independence Crossing,الخاص,9482367553
476162755,بلال نايف سراج الدين العنابي,الاردنية,scrypt:32768:8:1$yqmAifG9mbQ12dGf$1cb6c2201fb5f115e4ac904a0125a0b9a6789d5548d334a6b03a89c13a40c933c7de7887d17f6a617b5dfb14be486765b59d45a4c1b0386ace065652a2d87ce2,انثى,2.16,هندسة البرمجيات,ماجستير (مسار الشامل),2020/2019,3,,Dazzlesphere,,155 Birchwood Trail,العام,4056215875
176653036,ديالا ايتن عماد يافع,الاردنية,scrypt:32768:8:1$fLNMqU6MwsyA1OJE$86fad283b7c80ebdddf4c875229c1d1657fb790443922cfb8f36c7f4a723d0d65498ed7e0b856d06925114879d5cce88c276ace19e892c1fb3dab54b764181fd,ذكر,1.97,هندسة البرمجيات,بكالوريوس,2024/2023,1,2072584251,,,047 Amoth Terrace,العام,6617353469
514492121,ريلام أكرم رامي النخلي,الاردنية,scrypt:32768:8:1$VebZQv02kR36vgaN$a8d24504d04545619209186a8d36469b2fda2850c45e54327e0a562f88d3670939d0d3ea8290f9dc7bb2c0b90b2153bfde857240dab261ddd3cee339888e46a7,ذكر,3.94,علم الحاسوب,بكالوريوس,2022/2021,3,7012472639,Eimbee,2021-02-02,600 Quincy Parkway,العام,2385378954
324131664,مليكة هيثم عمار الصغير,الاردنية,scrypt:32768:8:1$RjlZ3jmN1CfpZQMC$d6207f2975ef1b23119dc0153011bf0772d152354e98e9321af78f071b811957b23ebf2f173b3fad91cd281a403637a3b0a7322c9c3b014702d58c83a5ebb123,ذكر,2.08,هندسة البرمجيات,بكالوريوس,2024/2023,3,,Shufflester,2021-04-26,0 Orin Pass,العام,8826293586
724354030,وليد مؤيد أنس زروق,الاردنية,scrypt:32768:8:1$SYQBQsreX3OLUBUg$597206e5d0b804f37ed6263d5768354e0add2996867568de00d7f3151e0d3672d45afabea1f59c642fe13819637685101239fa43e96602d68ea3d90130d365d9,ذكر,2.85,هندسة البرمجيات,بكالوريوس,2024/2023,3,5715535333,Mycat,2024-11-24,9 Stoughton Parkway,الخاص,1929240928
484263881,دانة زيد أسامة العواني,الاردنية,scrypt:32768:8:1$Vu3WGcThVItzmHfz$c00fdf6ec0194a6935dc45c29c25cc1a02497ac120f4583e08341b13e9cf928ced8a832fac48eb40c90816f8d1c3e2bebd38908a3cd869dccc62a263f458e99b,ذكر,2.3,الأمن السيبراني,بكالوريوس,2023/2022,2,,Vimbo,2022-06-26,574 Dunning Junction,الخاص,3441067959
647520588,نور اسِر يزيد بوهاها,الاردنية,scrypt:32768:8:1$MHsxB3ZcTKBzeYYQ$dd9295e148d08b912c5649f9cbef47a162de275f1b0e3b2d1b84202696dc311184e40038f6349bb31366516b59df68942c49873cd3ab826bc8b30694ae55c9c1,انثى,2.36,الأمن السيبراني,بكالوريوس,2020/2019,3,9865267860,,,94 Birchwood Center,,6186348586
211807796,ابتكار مجتبى جعفر بن عبدالله,الاردنية,scrypt:32768:8:1$TC5JsTQeuIF0M4iE$c938806a1c43f51c33ebde16cfc62cac2f232764a431d5859f390fa3b9a5daff30785cdb042e1c6553cfaee793633149c93370b30c1b32dfb48afd82195b076d,ذكر,1.74,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,7485586789,Trilith,2022-08-11,2365 Mesta Trail,الخاص,3091184223
911629974,أشجان زياد نادر الرقيق,الاردنية,scrypt:32768:8:1$vdzYrjs7Rm2SNaDw$445b3eda542da6bf9e069452248d34d19833f082be9c761da28e1602d16676408bd6e762d38213ca68c2a9e80471a207e4c3f6572c2f5f0ccb1b727c9576bbeb,انثى,3.66,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,3,6531944894,,2023-09-21,,العام,7211181313
184885407,حسان ياسين بلال المنيف,الاردنية,scrypt:32768:8:1$A25wCORqzpLYH2fX$deeedd17b3e85dec795066cf92b9bd60052996e2fb7eba10a307a8ad3f309b14b8f9e73ca2376adb8ebd675ae467dcb7afadf7b42763bb4bab91a562a7c86d62,ذكر,3.31,علم الحاسوب,بكالوريوس,2022/2021,3,3502467923,Trilia,2022-01-19,1014 Parkside Circle,,
290683882,أية سفيان بسّام السقاط,الاردنية,scrypt:32768:8:1$VLbxcamAme16enVB$e9e92e0b10924a0baf3c06d3286c62f2773c8fdbd8ac5623decee2d59a38503cbd3f05a2df43d6ad6f48742b769bba1a697ad90401b7db6fc5db29e29bd82e82,ذكر,2.0,علم الحاسوب,ماجستير (مسار الشامل),2023/2022,2,8508363799,Aivee,,2569 Grover Parkway,الخاص,
816752310,خاطر عماد عوض بن عثمان,الاردنية,scrypt:32768:8:1$ziNIxkmzFvYuIKcQ$a7029b32652b4b4ea146ffe3536a4157f1dbadcb21d164ab9c55f234e022e3cc591914afbdbe5ef00ff01eab0757d09b1a3382a2786973d4aa69429c7f5a4659,ذكر,3.46,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,1,,Vidoo,2024-03-06,427 Atwood Circle,,
224885409,براء سليم شيار الصغير,الاردنية,scrypt:32768:8:1$7AiafYmzCI5SKNGi$d171693cab7b669ff6f4f58ddf89ade9fd528fbd769780bd2e62a7e00f5b7b7905544f923f3a196b2b5914efe02623c5124bbf1cc541a696461517954c964fe0,ذكر,3.21,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,1,,Vinte,2021-06-04,8529 High Crossing Circle,,3833078636
406060754,كاميليا ياسر زهير القلشاني,الاردنية,scrypt:32768:8:1$uGIS3mlDMs67FLkj$32d56c70a62f0304f30f7eb072d152fd1ac750e5ae3dadd259aa53068753b740788337ae9d9fcdf4a11bae05556bb5ef175f13987f1bc3d2ef083adf6a9fa2bd,ذكر,3.45,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,3524849709,Twimbo,,827 Erie Center,العام,5015369502
463899867,جمال كريم مصعب فقوسة,الاردنية,scrypt:32768:8:1$Cz7CreVkrTznQ5T4$2d83329a4592e8459d2f52cc38f77f9268662516b5bc73c5ca8d9c52a79918a13844806ce3eef61e2b8e9f55d0f78edcd1c4f793bff54b5dfb191fe3df60b7be,انثى,3.31,علم الحاسوب,بكالوريوس,2020/2019,1,8783626022,,2021-02-01,,,7856799172
443367833,غالب ياسين زيد النفير,الاردنية,scrypt:32768:8:1$TNfyfK07p66tAnA5$b30cab2b889ce2d97fc2aa61a90a0c4c5bd113e7df7d0c18c20b354d02f4a9e3ef0cb48f6091edc36eb81c1693654d5eda937ba1ca526437f62bd457bfb00f4f,انثى,3.76,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,3,7038260110,Skajo,,9 Springview Plaza,العام,
60838468,أنوار جسور داود النفير,الاردنية,scrypt:32768:8:1$PB5OAetud7syfdBK$310029b5515420ccec536337c77ec33dd9fc2fdc220f9b77f54f9fea0bea03a857fff4dccf4348b2f6c2de9a8921f67261eefa6117d9b8ca96e28e1042c00e63,انثى,3.62,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,1,1844655442,Jazzy,2023-11-10,339 Johnson Place,,5615781203
461861842,تيم سفيان نبراس المولدي,الاردنية,scrypt:32768:8:1$3TwHcy67D5xKBuQm$f7b4bca1dfe5d36d7251b0c1acff2ad3cb04178282647862a6755dae2309ad805ff1219fa2096685a17b800419cb32799ae258ead1b0a73617dd17a9fef78744,انثى,3.62,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2020/2019,2,3415972132,Feedbug,,6 Caliangt Circle,العام,
96930952,جودي طاهر ياسر بن عثمان,الاردنية,scrypt:32768:8:1$005giX7y7X3fjM3s$7289ac7c956e8f1dd0b86bd6504a5c3cbaeca69fcd1bd79ae92b90d2ef677216ca57e1e88da26713bf3dd0c5aac6f5bacf4d9100bdaa7308c6d3d951939c0943,انثى,2.07,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,2,1791098226,Brightdog,2021-02-16,0 Evergreen Junction,الخاص,
740934619,عهد أمير كريم المحجوب,الاردنية,scrypt:32768:8:1$tstJzwzNIOA9gSPA$09d615875118f9f1c7eb8ccec5c81371dcfa7991f6a1457783213c22c95a89f58e92069286e19427674ba574aa678dd44e9193131512983e121d7aa1429ec6ca,ذكر,1.83,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,5099603397,Talane,2024-09-30,864 Drewry Junction,الخاص,
33494573,مازن مروان اسِر الصفار,الاردنية,scrypt:32768:8:1$UbGKaD9CaGVCykwQ$5b870266da3007e1ad57e5121132a865807c4f019f08f549184fa08aa339e854e1b2c483313deecfcff974b730a171dfac0f35feff8811ba6a7155be9e3d0d78,ذكر,2.59,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,2,9025582457,Yodel,,5332 Independence Lane,الخاص,6539712862
983670903,أروى شاهين ادهم الزوابي,الاردنية,scrypt:32768:8:1$L7TLVIzsLMwRNsbi$82f69997e6f1e69b2228dbed232ce11fd5875ecf21ff0d91a7319b2d5ca6e92295d859087e7a848d1088df7b9a075150ee1ef425a860d3517c836792693bc36d,انثى,2.14,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,6686120789,Zooxo,2023-12-23,823 Meadow Ridge Way,,8399496339
414941995,سهاد مصبح مصطفى الكافي,الاردنية,scrypt:32768:8:1$47ym3GnAursKKY5p$aa48899e61048bdebd5b5a3a579b7b908fee1638262be3d0f2218528d84aab831951581915187d060713ffcb30a24aa9bdc0c0d4d432a4adaa314b7a297322b3,ذكر,1.8,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,3,4035282857,Pixonyx,2023-09-29,7 Shasta Trail,الخاص,
687777509,جاسم تامر مصلح العلاني,الاردنية,scrypt:32768:8:1$pZjYGT4RCZEskCu7$bad9fd19e7046418800bd4fc1eac14c849ab050c0c1bb588a31ef0ed9003198b8a776270898bcee29d93615143297f72d1faa37338ed1ff628209bc238729c7a,ذكر,2.82,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,1,1216461451,Katz,2022-02-28,5 Waxwing Pass,العام,
133555724,مها نيار سامر الوحيشي,الاردنية,scrypt:32768:8:1$PaQksholCEpzFwvL$6c15b84b3f7a314daffc7268d2bcd8e0586c5a61addf24f1b50d4e840a70f408b37bd4149eb4797d73190e9bcffd4464eb2d99d434e9380bc282d26d87b8d2e4,انثى,3.25,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,1,8858762053,Voonyx,,995 Becker Avenue,العام,1445430383
433259333,وصفيه سهيل صفوان لخشين,الاردنية,scrypt:32768:8:1$uIDW0xIdFNTVGK0r$4951cceadbbd61ad7c0b1ab2d6a7c45d2f5bba63bb4945595a36ebfeac734b37913e0c1859d97be8e03fd54e5fdf0055bebfb5396a717e82c224cf4c79a5b5f0,انثى,3.46,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,1,2854887743,Trilia,2024-10-09,34296 Emmet Court,الخاص,4681320314
82746449,عهد اسِر باسم الوحيشي,الاردنية,scrypt:32768:8:1$1Z5eKnyUWMBtY8HZ$efd22edf78ebd9940a7e85bbfe560bca8d1e5db781ed60077e69babbdeb7ab80f26eac84a792d4c76d599101e61d1752ac0e88cf80db516988c46cf3623981cc,انثى,1.98,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2022/2021,1,9089876604,Mydo,,68820 Sheridan Plaza,العام,
778788003,رامي إحسان اسلام الرقيق,الاردنية,scrypt:32768:8:1$BG1vLjYUtOWPnCVb$fdff0fe4448ce71e290c3df3252472cd5612979332cc752368cb17bde2626d648af8165b8996ad718914c63abe768d8c1df409defee2fa46fe1a318fe9bcd4a0,انثى,2.08,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,1,,Browseblab,2023-06-29,0 Scofield Hill,,1846831044
884959062,حسام جعفر عوض الغربي,الاردنية,scrypt:32768:8:1$ACbBOdthHrH9OJl7$18067e79fbc1a51024212381c0226446cf8ecb1d6286e6ef9393ee758147fd13b6fa1b5c8c2f9f727b89bd902f7224b15af4fac6fddba4dc168e39af2b64c351,انثى,3.68,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,3,,Youfeed,,3 Tennyson Alley,الخاص,5629813772
517785408,مها راسل عزام ادريس,الاردنية,scrypt:32768:8:1$SJbvj1aml55TKf8b$61473f8d7e513bf34abcad788aee1f0c221a598b5a3c883302a58ce80a0964619424880e80b99524b880c88ef06934d5b026a856584b1e79560d3d073b60e709,ذكر,1.68,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,3,3155785041,,2023-08-27,89 Pond Alley,,6694517024
64255942,مصعب راشد بلال العلايمي,الاردنية,scrypt:32768:8:1$4rWNjTpJBo5RURBx$6dcf7d2ccf8fa9112f33d8c8fe0ade519dc4472b3a3beeeadc343a70ce26597b04de3883d644ca700a7011fbf5300bea9873c695a550a5c714600392022832f3,ذكر,2.25,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,2162920250,Dabvine,2024-09-03,3384 Del Sol Pass,الخاص,7385913051
825971503,جبر تميم أكرم القلشاني,الاردنية,scrypt:32768:8:1$X2B2YsQKELigFEF8$217ef806da797172b145d3f9e4dc7aff2e8fd2abbd4741fb8c1705df0aac0dfc30d6bd4c0741a23c13738ca6a21a37a21a411e48b8ee9d0590fef11312829712,ذكر,2.96,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,3,1333703337,Rhybox,2021-04-28,0 Ramsey Road,العام,3367017007
341984976,نايا حمزة أمجد سويس,الاردنية,scrypt:32768:8:1$wWl9gwmVQpn65Pbo$7b46233b44c4b04d5ecc5e2b07d744e899dc83fb6f3772db27d9be4883d44e35392b35f58ebdc402139b235f74599c7ec3dd0e10a968d29bcab65b6006ce1047,ذكر,2.38,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,7926896026,Browsetype,2024-10-02,58 Schiller Lane,العام,4995425412
358159131,إدريس  نايف الدرقاش,الاردنية,scrypt:32768:8:1$bmGz0s8To7oBvsvg$70222b8d4b89d328f6722b04fd61be33d2cc36254a2fbe9f688826832a1d24a595ee4ffdd2b2ee27f3650ff7a7de313d24957f4c62aca8a46b85dd3ae9ac5fbe,انثى,3.77,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,2,2492402708,Skipfire,2023-09-12,854 Hoepker Court,,6589911634
934462256,شهد داود مصلح المولدي,الاردنية,scrypt:32768:8:1$GLyAt2vYePvi0pKk$bba26e08bd6f2bf2fa71929ed62d56e6e8ac3dabdb9ab4e4173a5d39723b0184f97de4323898de64f46d9944b4bab99404734a3b10adabbb6091b67d5e024cee,انثى,3.41,نظم المعلومات الحاسوبية,بكالوريوس,2021/2020,3,1893528161,Tekfly,2024-07-27,60309 Rieder Street,العام,8239121198
28776446,بشرى ساري تامر شقرون,الاردنية,scrypt:32768:8:1$SLWJWnWUOG6RL43H$0a80c2b609cc9da3baf809585080ac1c937eccb01d7d8681f2e1d7af1e3e8029def708f37b905ee31a324e5b19cedcc226195c05402aa8ae401cc38ecea45f94,ذكر,1.95,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,2,1881040644,Photofeed,2022-01-13,228 Homewood Parkway,,3737400140
179314155,ساهر لؤي ادم تومي,الاردنية,scrypt:32768:8:1$TEQDBha1s4oaBRHK$33c0fe056e42d63929ee198d6f3ca5eb258b1fd290de35896ee631e1b7382fd03d301f60adfd6b123e51ff76666dc7cf9a5e3cb4da41819b74c8147e49234711,ذكر,3.18,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,5356680590,Twitterbeat,,4201 Cody Junction,الخاص,6904126188
30210330,هانيا سيف مازن نيفر,الاردنية,scrypt:32768:8:1$tm2R0Klze567JxIB$be5ee440d1ae67686525a070e05d4b98b2dfa02838f67e5faf38a0fcfd973951ba64b4998a213f2999f087fb83c3058d014a674d7e7b810d42fc8b8191284784,انثى,2.7,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,2,,Jayo,2021-08-23,642 Lyons Pass,,2658258244
776865813,ريان زيدون روناء الطريقي,الاردنية,scrypt:32768:8:1$iIiAVwQUwF69fylz$fe9f716ec4f2515d24272639f1ec708d6594d1e8e8496e670d3aba8554486cc12c2817b22523a6d03798170878ac62e988948904773df043a24fa9c20c9b2bcc,ذكر,3.89,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,2,3797444453,,2023-12-01,8 2nd Drive,العام,3662463699
443433481,عمار أحمد عمرو النفطي,الاردنية,scrypt:32768:8:1$XTNmat0AI5WcuSRx$b9bcc34e09d6447f373a619ed540fd9508428919b97a34e5546e2d8653a4215752ea040aeb0afbc2f6533efcae5a6126617a5ea5c737f033be3f2635ab4deee7,انثى,2.46,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,3,3364214074,Wikibox,2021-07-12,,,7904656301
572415523,أحلام وافي هاشم بن حسين,الاردنية,scrypt:32768:8:1$rErOr3N85LElI5UJ$297fe12ae5612fbb9a64fc20908dc212ae68feb41dad13d58a57c1678ad945007b1771272b837924673ea11a93d2e8a7169a7c9ca79c1496ae9a8f2b1af22d70,ذكر,3.03,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,2,,Babblestorm,2022-08-28,,العام,
415942726,سراج الدين نايف محمد المولدي,الاردنية,scrypt:32768:8:1$QndZFMtADg8B1nAi$7d420b822a68489499efeec6bdb9e6435dcca39de9e2c869ef29167a9cc998ec32923d84a052e69259a9c0cc2da403af905e5312fc05ccef904f051d417ac162,ذكر,1.76,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,1,1328440419,Shuffletag,2024-03-30,81 Quincy Trail,العام,6506565219
80398575,سراج الدين فهد سليم الطريقي,الاردنية,scrypt:32768:8:1$K1xQwDMqsrYy2gnT$b8fe000b5820295f39fd4a23db9c16a251e9fbaaf2a99fd90f4e8e2d2826ca811ba0a4081ecdd18bc3db50bb63a83476cbde9a587dc1a2c581a2adfa33afcac0,ذكر,2.16,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,,,,3045 Debra Center,,
769790951,زهير ادهم سامر النفير,الاردنية,scrypt:32768:8:1$VKVA10hRh8KLtAn3$c46f2aa0c25ff0cb0f2334573e9c6040d6df88c07bc1029d754a3171651c64773e190908eaae3e4fb5939b3aa8e8e2a182b1a2fae9d957649d77ce140f2e13ed,انثى,3.3,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,,Riffpath,,27 Drewry Avenue,العام,9778586197
177612634,بوران فادي  عاشور,الاردنية,scrypt:32768:8:1$LQcsPETtFKtMCLcZ$83f6a8f2913f563e845508156fec32e1b4a55c11b23c5b5c89c59cb026e8aa632edefd0d462216058420256d42ea228ed00c4d0ccd11d99c7b3aff2c0b234ef6,ذكر,3.05,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,1,9183360291,Dynabox,2021-04-10,188 Bonner Street,العام,9641767245
368574860,هادي جبر خالد لخشين,الاردنية,scrypt:32768:8:1$FqABoeO1oEcRsGxg$f5b0c306664eca8bded019213764ca116c126f217c350d414483bf8b130bc74ad8d28d2fca43739f82b220ea67f768e91d38bbba004f83534fdf687133e2bed8,ذكر,3.75,الأمن السيبراني,بكالوريوس,2022/2021,3,4346223850,,2021-08-19,0173 Main Street,الخاص,8506094968
57297046,افتكار اديب أوس تومي,الاردنية,scrypt:32768:8:1$eI1EUWo7kZX77G2F$ae25e4853bb68526036fcd039b84ae76a17fe9c9563b8d2ed4d3d6f2f030db20f62efbb866d9a0a77bf8b7f666c7e4a4ec79971e76b45129fc23f82c8d3b930e,انثى,3.76,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,,Kwimbee,2021-11-04,2 Hintze Plaza,,4429366088
251297214,رواء إلياس محمد نيفر,الاردنية,scrypt:32768:8:1$QskLn9ZgtT3oWdGH$faa56e6fc6f8954d5abf8f8d6755c33026f64b2534d5e3db11f438cfb21c50c9e77289096fa662eb40751654dfefe73889484a8dc38dc7e03f35ef6eb3260869,ذكر,2.03,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,2,5511555090,Livetube,2024-06-01,62 Hintze Parkway,العام,9775026475
809749647,براء آزاد مؤيد النابلي,الاردنية,scrypt:32768:8:1$x1Et03VFXySUkQpo$8cbea5bf908c4644a44689898c5efae5ab148a9a2ab9d290ce01a75f38fec1593dd8fe538659ccb2d7b6e9dedaa7c86ab845dd3e016e932774e0470b9bcdcf99,ذكر,2.6,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,5724817335,,,3 Schmedeman Avenue,العام,7152728882
767412215,باهر طاهر حاتم زقية,الاردنية,scrypt:32768:8:1$ckLPBlOVBHXHuydP$e9806aa34c6826bcd50bae37e96fd0fd033c666e2696885433932b8f82478a239748a8f3d54c388272a4bfd43d5b17793fbd1398316b815dca7b7e486742bcdf,ذكر,3.01,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,2,4041405959,,2023-02-22,6 Elgar Court,الخاص,8413943213
711727779,روفان معتصم ميرزا الحجيج,الاردنية,scrypt:32768:8:1$N1gs0Tl0sGrjptNg$dadf6964b347986b6180b3d9748ac625085a3db0ba416303953fa69fbba0066f402414494a045ca9d99a4ecd82720925b1a368b3ab5476312bdbea3e6271c743,انثى,1.89,الأمن السيبراني,ماجستير (مسار الشامل),2024/2023,3,8955525727,Quinu,2022-04-28,559 Miller Avenue,,2793069353
109127750,هاشم تامر أسعد تومي,الاردنية,scrypt:32768:8:1$77pYPLjPFmCosKBI$43385af48c30f9da53ff96328e81b6f53c780217685110f9947afd9107c64b0e54894fb6a7156e5988a2486558558e2d3847b4dac002c866b212cac1a92c6978,انثى,3.89,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,3,,,2021-02-17,074 Larry Park,الخاص,
918164434,صَفِيُّ أوس ادهم جاوحدو,الاردنية,scrypt:32768:8:1$2sHsC3kfEodLqhIT$74a716f2fcacb9f051ee9d8eeb407a0be8266bb803eae8b484c61ac3ab9c80a7ef5a9d134e4a31dd7053b0785cdd0deaae31bb6822fcdee61c8d268f5b00150c,ذكر,3.66,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,2,,Jaloo,,8224 Raven Crossing,الخاص,6625356273
500044587,خلدون مُهاب أمير بن عثمان,الاردنية,scrypt:32768:8:1$3iQavccumh7vxpEa$1daa5f01c99b6c5541c4df936f713a54d43d7c2ae864ac25064a011792b8bcfe14ccb361631b3b438e295fd9b7cdb495f2549dc2d75fcbedea93ec7037d1901a,ذكر,3.3,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,2,5686111348,Buzzbean,,54819 Hallows Crossing,العام,5258322245
585953744,بلال صهيب راجي بن عبد الكريم,الاردنية,scrypt:32768:8:1$Mcb0bn9Ck8FMYEix$c813ea4b02872a845c39f3b72318d72b4d752e332bdaafed29264d3bbf7fadc977ea0551eaf1347c95b3f9cdc9cc87f18f7cb14b78da4a6ddd3fcb9f7ca778a3,ذكر,3.55,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,3,6386325534,,2022-04-16,17926 Porter Crossing,,4097395334
941680613,أصالة لامي ياسين النجار,الاردنية,scrypt:32768:8:1$hDBiuEqNo5hfrePx$9f9667249348b1c1d13785c29ebeb410d060250f1d64e4c9ba918581faa96ab18821f8e4457b44f2ece089ae6001675e6b8dd831e8aa3d2342e32d55f8452cc0,انثى,2.47,علم الحاسوب,بكالوريوس,2021/2020,3,,Meeveo,2021-06-24,,العام,8403205544
84167366,عماد شاهين مهند العواني,الاردنية,scrypt:32768:8:1$e407ojBHtakUi9zA$09d3fa32976a328fa2c780dbb625318ff5f032fd60a4bb4956f02f4ae4e17b4cf881d60611c1c94e5d1a713fd6f7210fb13f3e8ff7558e01b92e4aaa78ad4055,انثى,2.14,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,1,4529282597,Flashdog,2021-06-27,254 Dakota Pass,الخاص,1394445155
114585427,وصفيه دريد أكرم نيفر,الاردنية,scrypt:32768:8:1$zrOqLQr85kUJlW2q$aab26b8f237734309ecf563d79a7ab93046ef63a75d0ff5851229649827b9b2fd0f7026ae5e2c66b3aa4e9a506d80d66e86847a20cef48dd6ed89fafdcae355f,ذكر,2.46,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2020/2019,2,6322300388,Tekfly,2024-01-02,4 Buena Vista Terrace,,2109759458
