رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
842262850,عبير ادهم خلدون بودوارة,الاردنية,842262850,ذكر,3.75,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,3,8249371323,,2023-09-11,646 Glendale Lane,,8826044114
403178906,مسعد هادي لؤي المولدي,الاردنية,403178906,ذكر,2.38,علم الحاسوب,بكالوريوس,2023/2022,2,7629790630,,2023-05-07,,الخاص,8011653655
491003851,غسان اسِر حسام الكافي,الاردنية,491003851,ذكر,3.79,علم الحاسوب,بكالوريوس,2022/2021,2,9357097485,Divavu,2023-04-11,105 4th Hill,الخاص,8663388064
78951337,أيات يامن جبر العنابي,الاردنية,78951337,انثى,2.37,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,2,5987968710,Thoughtsphere,,969 Menomonie Park,العام,1101009585
164324366,عبير اياس سفيان العواني,الاردنية,164324366,ذكر,3.59,هندسة البرمجيات,بكالوريوس,2020/2019,3,5328147010,Jatri,,95943 Manitowish Parkway,العام,1022266611
882011815,ياسمين عوض أسعد الزوابي,الاردنية,882011815,انثى,1.83,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,3,2068945792,Livetube,2022-10-05,25838 Veith Pass,الخاص,3713951768
677729000,اسلام مصعب يحيى ادريس,الاردنية,677729000,ذكر,2.58,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2020/2019,1,7138049473,Reallinks,2024-06-15,,العام,9516844750
806429472,بَشار فادي إدريس بنسلامة,الاردنية,806429472,انثى,3.99,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,3,8259093370,Jabberbean,2021-04-22,2 Novick Crossing,,6272813778
346694307,ليلى داود أمير جراد,الاردنية,346694307,ذكر,3.56,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2020/2019,3,9807427294,Npath,2023-05-27,14 Northport Court,العام,3992455010
67937463,إيثار أكمل زياد بن عثمان,الاردنية,67937463,انثى,3.94,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,2,,Tagopia,2023-12-21,977 Dennis Way,الخاص,7351064314
926544550,ديلار أسماعيل عمرو العنابي,الاردنية,926544550,انثى,2.71,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2022/2021,2,7205828051,,2023-10-25,57422 Independence Terrace,الخاص,5403084760
956348866,نورسين عمر نيروز الصفار,الاردنية,956348866,انثى,2.84,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,3,7451368010,Kwinu,2023-07-05,,الخاص,7627302450
969311356,ايه أمير سهيل لخشين,الاردنية,969311356,انثى,2.93,الأمن السيبراني,ماجستير (مسار الرسالة),2022/2021,1,1059576790,,,194 Pleasure Park,الخاص,
463900024,ريما عزام خاطر الوحيشي,الاردنية,463900024,ذكر,3.42,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,2,9779211570,,2023-11-06,9 Oxford Junction,الخاص,8175889448
584137922,اديب مؤيد حاتم القلال,الاردنية,584137922,ذكر,2.63,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,3,,Youtags,2022-03-10,51 Lawn Terrace,الخاص,1738788993
147936529,يارا عادل سهيل جراد,الاردنية,147936529,انثى,2.01,علم الحاسوب,بكالوريوس,2021/2020,1,1148863724,Quaxo,2024-02-26,4551 Hagan Center,,1865228499
557242480,خليل فادي بسام بن عبدالله,الاردنية,557242480,ذكر,3.96,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,2,7483748738,Bluejam,,,الخاص,
110895229,ايتن عمر أكرم الخليفي,الاردنية,110895229,ذكر,3.03,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,1,3736110329,Zoomdog,2023-05-16,827 Red Cloud Point,,7308613912
879946911,طارق زبير لامي المنيف,الاردنية,879946911,انثى,3.65,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,2,3962642607,Pixonyx,2024-09-03,,العام,
398401042,ابتسام بسام مجدي لخشين,الاردنية,398401042,انثى,3.78,نظم المعلومات الحاسوبية,بكالوريوس,2024/2023,3,6381324347,Twitterlist,,88211 Corry Drive,,6179415359
286468498,إلياس يامن راشد غويلة,الاردنية,286468498,ذكر,3.84,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,3,1094593797,Kazio,2021-08-18,,,6965995252
330762235,دلال نيار مُهاب بودوارة,الاردنية,330762235,ذكر,2.4,الأمن السيبراني,بكالوريوس,2022/2021,3,2071394563,,2021-07-22,1248 Red Cloud Street,الخاص,4848941808
258909975,كنزي تميم خلدون غويلة,الاردنية,258909975,ذكر,2.49,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,,,2023-04-02,5 Independence Crossing,الخاص,9482367553
476162755,بلال نايف سراج الدين العنابي,الاردنية,476162755,انثى,2.16,هندسة البرمجيات,ماجستير (مسار الشامل),2020/2019,3,,Dazzlesphere,,155 Birchwood Trail,العام,4056215875
176653036,ديالا ايتن عماد يافع,الاردنية,176653036,ذكر,1.97,هندسة البرمجيات,بكالوريوس,2024/2023,1,2072584251,,,047 Amoth Terrace,العام,6617353469
514492121,ريلام أكرم رامي النخلي,الاردنية,514492121,ذكر,3.94,علم الحاسوب,بكالوريوس,2022/2021,3,7012472639,Eimbee,2021-02-02,600 Quincy Parkway,العام,2385378954
324131664,مليكة هيثم عمار الصغير,الاردنية,324131664,ذكر,2.08,هندسة البرمجيات,بكالوريوس,2024/2023,3,,Shufflester,2021-04-26,0 Orin Pass,العام,8826293586
724354030,وليد مؤيد أنس زروق,الاردنية,724354030,ذكر,2.85,هندسة البرمجيات,بكالوريوس,2024/2023,3,5715535333,Mycat,2024-11-24,9 Stoughton Parkway,الخاص,1929240928
484263881,دانة زيد أسامة العواني,الاردنية,484263881,ذكر,2.3,الأمن السيبراني,بكالوريوس,2023/2022,2,,Vimbo,2022-06-26,574 Dunning Junction,الخاص,3441067959
647520588,نور اسِر يزيد بوهاها,الاردنية,647520588,انثى,2.36,الأمن السيبراني,بكالوريوس,2020/2019,3,9865267860,,,94 Birchwood Center,,6186348586
211807796,ابتكار مجتبى جعفر بن عبدالله,الاردنية,211807796,ذكر,1.74,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,7485586789,Trilith,2022-08-11,2365 Mesta Trail,الخاص,3091184223
911629974,أشجان زياد نادر الرقيق,الاردنية,911629974,انثى,3.66,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,3,6531944894,,2023-09-21,,العام,7211181313
184885407,حسان ياسين بلال المنيف,الاردنية,184885407,ذكر,3.31,علم الحاسوب,بكالوريوس,2022/2021,3,3502467923,Trilia,2022-01-19,1014 Parkside Circle,,
290683882,أية سفيان بسّام السقاط,الاردنية,290683882,ذكر,2.0,علم الحاسوب,ماجستير (مسار الشامل),2023/2022,2,8508363799,Aivee,,2569 Grover Parkway,الخاص,
816752310,خاطر عماد عوض بن عثمان,الاردنية,816752310,ذكر,3.46,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,1,,Vidoo,2024-03-06,427 Atwood Circle,,
224885409,براء سليم شيار الصغير,الاردنية,224885409,ذكر,3.21,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,1,,Vinte,2021-06-04,8529 High Crossing Circle,,3833078636
406060754,كاميليا ياسر زهير القلشاني,الاردنية,406060754,ذكر,3.45,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,3524849709,Twimbo,,827 Erie Center,العام,5015369502
463899867,جمال كريم مصعب فقوسة,الاردنية,463899867,انثى,3.31,علم الحاسوب,بكالوريوس,2020/2019,1,8783626022,,2021-02-01,,,7856799172
443367833,غالب ياسين زيد النفير,الاردنية,443367833,انثى,3.76,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,3,7038260110,Skajo,,9 Springview Plaza,العام,
60838468,أنوار جسور داود النفير,الاردنية,60838468,انثى,3.62,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,1,1844655442,Jazzy,2023-11-10,339 Johnson Place,,5615781203
461861842,تيم سفيان نبراس المولدي,الاردنية,461861842,انثى,3.62,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2020/2019,2,3415972132,Feedbug,,6 Caliangt Circle,العام,
96930952,جودي طاهر ياسر بن عثمان,الاردنية,96930952,انثى,2.07,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,2,1791098226,Brightdog,2021-02-16,0 Evergreen Junction,الخاص,
740934619,عهد أمير كريم المحجوب,الاردنية,740934619,ذكر,1.83,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,5099603397,Talane,2024-09-30,864 Drewry Junction,الخاص,
33494573,مازن مروان اسِر الصفار,الاردنية,33494573,ذكر,2.59,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,2,9025582457,Yodel,,5332 Independence Lane,الخاص,6539712862
983670903,أروى شاهين ادهم الزوابي,الاردنية,983670903,انثى,2.14,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,6686120789,Zooxo,2023-12-23,823 Meadow Ridge Way,,8399496339
414941995,سهاد مصبح مصطفى الكافي,الاردنية,414941995,ذكر,1.8,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,3,4035282857,Pixonyx,2023-09-29,7 Shasta Trail,الخاص,
687777509,جاسم تامر مصلح العلاني,الاردنية,687777509,ذكر,2.82,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,1,1216461451,Katz,2022-02-28,5 Waxwing Pass,العام,
133555724,مها نيار سامر الوحيشي,الاردنية,133555724,انثى,3.25,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,1,8858762053,Voonyx,,995 Becker Avenue,العام,1445430383
433259333,وصفيه سهيل صفوان لخشين,الاردنية,433259333,انثى,3.46,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,1,2854887743,Trilia,2024-10-09,34296 Emmet Court,الخاص,4681320314
82746449,عهد اسِر باسم الوحيشي,الاردنية,82746449,انثى,1.98,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2022/2021,1,9089876604,Mydo,,68820 Sheridan Plaza,العام,
778788003,رامي إحسان اسلام الرقيق,الاردنية,778788003,انثى,2.08,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,1,,Browseblab,2023-06-29,0 Scofield Hill,,1846831044
884959062,حسام جعفر عوض الغربي,الاردنية,884959062,انثى,3.68,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,3,,Youfeed,,3 Tennyson Alley,الخاص,5629813772
517785408,مها راسل عزام ادريس,الاردنية,517785408,ذكر,1.68,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,3,3155785041,,2023-08-27,89 Pond Alley,,6694517024
64255942,مصعب راشد بلال العلايمي,الاردنية,64255942,ذكر,2.25,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,2162920250,Dabvine,2024-09-03,3384 Del Sol Pass,الخاص,7385913051
825971503,جبر تميم أكرم القلشاني,الاردنية,825971503,ذكر,2.96,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,3,1333703337,Rhybox,2021-04-28,0 Ramsey Road,العام,3367017007
341984976,نايا حمزة أمجد سويس,الاردنية,341984976,ذكر,2.38,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,7926896026,Browsetype,2024-10-02,58 Schiller Lane,العام,4995425412
358159131,إدريس  نايف الدرقاش,الاردنية,358159131,انثى,3.77,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,2,2492402708,Skipfire,2023-09-12,854 Hoepker Court,,6589911634
934462256,شهد داود مصلح المولدي,الاردنية,934462256,انثى,3.41,نظم المعلومات الحاسوبية,بكالوريوس,2021/2020,3,1893528161,Tekfly,2024-07-27,60309 Rieder Street,العام,8239121198
28776446,بشرى ساري تامر شقرون,الاردنية,28776446,ذكر,1.95,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,2,1881040644,Photofeed,2022-01-13,228 Homewood Parkway,,3737400140
179314155,ساهر لؤي ادم تومي,الاردنية,179314155,ذكر,3.18,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,5356680590,Twitterbeat,,4201 Cody Junction,الخاص,6904126188
30210330,هانيا سيف مازن نيفر,الاردنية,30210330,انثى,2.7,هندسة البرمجيات,ماجستير (مسار الرسالة),2023/2022,2,,Jayo,2021-08-23,642 Lyons Pass,,2658258244
776865813,ريان زيدون روناء الطريقي,الاردنية,776865813,ذكر,3.89,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,2,3797444453,,2023-12-01,8 2nd Drive,العام,3662463699
443433481,عمار أحمد عمرو النفطي,الاردنية,443433481,انثى,2.46,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,3,3364214074,Wikibox,2021-07-12,,,7904656301
572415523,أحلام وافي هاشم بن حسين,الاردنية,572415523,ذكر,3.03,علم الحاسوب,ماجستير (مسار الشامل),2024/2023,2,,Babblestorm,2022-08-28,,العام,
415942726,سراج الدين نايف محمد المولدي,الاردنية,415942726,ذكر,1.76,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,1,1328440419,Shuffletag,2024-03-30,81 Quincy Trail,العام,6506565219
80398575,سراج الدين فهد سليم الطريقي,الاردنية,80398575,ذكر,2.16,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,,,,3045 Debra Center,,
769790951,زهير ادهم سامر النفير,الاردنية,769790951,انثى,3.3,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,,Riffpath,,27 Drewry Avenue,العام,9778586197
177612634,بوران فادي  عاشور,الاردنية,177612634,ذكر,3.05,الأمن السيبراني,ماجستير (مسار الرسالة),2021/2020,1,9183360291,Dynabox,2021-04-10,188 Bonner Street,العام,9641767245
368574860,هادي جبر خالد لخشين,الاردنية,368574860,ذكر,3.75,الأمن السيبراني,بكالوريوس,2022/2021,3,4346223850,,2021-08-19,0173 Main Street,الخاص,8506094968
57297046,افتكار اديب أوس تومي,الاردنية,57297046,انثى,3.76,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,,Kwimbee,2021-11-04,2 Hintze Plaza,,4429366088
251297214,رواء إلياس محمد نيفر,الاردنية,251297214,ذكر,2.03,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,2,5511555090,Livetube,2024-06-01,62 Hintze Parkway,العام,9775026475
809749647,براء آزاد مؤيد النابلي,الاردنية,809749647,ذكر,2.6,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,5724817335,,,3 Schmedeman Avenue,العام,7152728882
767412215,باهر طاهر حاتم زقية,الاردنية,767412215,ذكر,3.01,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,2,4041405959,,2023-02-22,6 Elgar Court,الخاص,8413943213
711727779,روفان معتصم ميرزا الحجيج,الاردنية,711727779,انثى,1.89,الأمن السيبراني,ماجستير (مسار الشامل),2024/2023,3,8955525727,Quinu,2022-04-28,559 Miller Avenue,,2793069353
109127750,هاشم تامر أسعد تومي,الاردنية,109127750,انثى,3.89,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,3,,,2021-02-17,074 Larry Park,الخاص,
918164434,صَفِيُّ أوس ادهم جاوحدو,الاردنية,918164434,ذكر,3.66,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,2,,Jaloo,,8224 Raven Crossing,الخاص,6625356273
500044587,خلدون مُهاب أمير بن عثمان,الاردنية,500044587,ذكر,3.3,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,2,5686111348,Buzzbean,,54819 Hallows Crossing,العام,5258322245
585953744,بلال صهيب راجي بن عبد الكريم,الاردنية,585953744,ذكر,3.55,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,3,6386325534,,2022-04-16,17926 Porter Crossing,,4097395334
941680613,أصالة لامي ياسين النجار,الاردنية,941680613,انثى,2.47,علم الحاسوب,بكالوريوس,2021/2020,3,,Meeveo,2021-06-24,,العام,8403205544
84167366,عماد شاهين مهند العواني,الاردنية,84167366,انثى,2.14,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,1,4529282597,Flashdog,2021-06-27,254 Dakota Pass,الخاص,1394445155
114585427,وصفيه دريد أكرم نيفر,الاردنية,114585427,ذكر,2.46,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2020/2019,2,6322300388,Tekfly,2024-01-02,4 Buena Vista Terrace,,2109759458
899453385,بيسان تركي بسّام السقاط,الاردنية,899453385,انثى,1.99,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,1303208192,Shufflester,,1819 Glendale Plaza,العام,
884291860,أوس جاسم سعود الصفار,الاردنية,884291860,ذكر,2.6,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,2,,Realpoint,2023-08-05,4127 Mccormick Hill,الخاص,
840389454,بتلاء اياس أوس عطالله,الاردنية,840389454,ذكر,3.07,علم الحاسوب,ماجستير (مسار الشامل),2020/2019,3,5001696726,Brightdog,2023-06-25,54 Manufacturers Center,العام,6179742077
201449268,لين كاظم مصطفي الرقيق,الاردنية,201449268,ذكر,1.89,هندسة البرمجيات,ماجستير (مسار الشامل),2020/2019,1,,Rhyzio,2021-12-02,,الخاص,5785400585
393008804,مروج خاطر جمال فقوسة,الاردنية,393008804,ذكر,3.94,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,,,2021-01-12,727 Hallows Pass,,3224805862
326486005,هادي هيثم نيار تومي,الاردنية,326486005,ذكر,1.86,علم الحاسوب,بكالوريوس,2021/2020,2,6838695991,Photobug,,4 Arapahoe Avenue,,3619978447
228790828,أنغام ادهم أدريس همدان,الاردنية,228790828,انثى,2.34,علم الحاسوب,بكالوريوس,2020/2019,1,3373919424,,,264 Chinook Junction,الخاص,8626467397
305056816,مروة علي جاسم النجار,الاردنية,305056816,ذكر,1.67,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2021/2020,2,2029430664,Jaloo,2021-03-22,8400 Bobwhite Point,,
572006891,كريم جاسم جبر الكراي,الاردنية,572006891,ذكر,1.94,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2022/2021,1,,Layo,2022-09-06,51176 Cherokee Center,الخاص,8355097367
598520642,ابتهال فهد إدريس همدان,الاردنية,598520642,انثى,1.91,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,3,7767385787,Browsedrive,2023-12-24,510 Nevada Way,العام,
536163835,رنا هيثم راجي عنون,الاردنية,536163835,ذكر,3.19,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,2,,Skynoodle,2021-12-14,229 Anderson Court,الخاص,
318689803,فاليا كاظم نيار المولدي,الاردنية,318689803,ذكر,3.84,هندسة البرمجيات,بكالوريوس,2021/2020,1,8869623503,,2022-02-12,97334 Mallard Junction,الخاص,2856935506
828318662,منال علي آزاد المنيف,الاردنية,828318662,ذكر,2.67,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,7787914502,Mita,2022-03-11,3 Sachtjen Center,الخاص,8258323386
608960595,عادل داني مصطفى العطار,الاردنية,608960595,ذكر,2.07,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2022/2021,1,8568995915,Yabox,2024-09-07,,العام,5776620239
662012025,ليلى نبراس شادي خنفير,الاردنية,662012025,ذكر,2.69,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,2,7565604327,,2021-02-21,72861 Tennyson Crossing,الخاص,9034821470
745197709,سليم غسان سراج الدين الشريف,الاردنية,745197709,ذكر,2.53,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,1,7124853988,Skyvu,2022-10-04,1410 Oxford Terrace,الخاص,6903091108
490344982,رفيف جلال أكرم الطويل,الاردنية,490344982,انثى,2.29,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,1,8714813236,Twitterlist,2023-11-01,9 Troy Center,الخاص,1145498293
461549791,نادين محمد ساهر الدنوني,الاردنية,461549791,انثى,3.7,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,1,7169929230,Thoughtstorm,2023-12-11,04059 Milwaukee Road,العام,5941250381
462051585,مريم عوض جبر زقية,الاردنية,462051585,ذكر,1.75,الأمن السيبراني,ماجستير (مسار الرسالة),2023/2022,3,,,2021-02-24,5729 Sage Hill,العام,
803154420,نادر أكمل سعيد الصغير,الاردنية,803154420,انثى,1.87,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,3,1881432189,Youspan,2021-09-02,73882 Forest Center,العام,3662573999
691725080,منال عامر سفيان بنسلامة,الاردنية,691725080,انثى,2.16,الأمن السيبراني,ماجستير (مسار الرسالة),2022/2021,1,9953051942,Gabcube,,896 Gateway Way,العام,3939663114
298682528,شادي فهد ساري المنيف,الاردنية,298682528,ذكر,3.66,هندسة البرمجيات,ماجستير (مسار الشامل),2020/2019,1,6633947220,Topicblab,2023-02-15,302 Carpenter Crossing,العام,
876576046,إباء نادر ريان البشيري,الاردنية,876576046,ذكر,2.58,علم الحاسوب,ماجستير (مسار الرسالة),2021/2020,2,7757663808,,,97 Loftsgordon Alley,الخاص,3609169514
807699358,إباء جلال شاهين النجار,الاردنية,807699358,انثى,3.08,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,3,6335339448,Buzzdog,,814 Carioca Place,,
505245669,الاء أدهم راسل الدرقاش,الاردنية,505245669,انثى,3.28,علم الحاسوب,بكالوريوس,2023/2022,1,,Skipfire,2023-02-17,,العام,2934487741
913610496,هاشم ابراهيم سهيل جراد,الاردنية,913610496,انثى,3.64,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,2,2307508107,Devpulse,2023-05-25,5148 Northland Center,,3248843831
787922829,جيلان أمير عبدالرحمن المولدي,الاردنية,787922829,ذكر,2.51,علم الحاسوب,بكالوريوس,2023/2022,1,,DabZ,2024-01-29,3172 Swallow Court,العام,9703943296
493930305,داليدا أمير ميرزا الخليفي,الاردنية,493930305,ذكر,3.92,هندسة البرمجيات,بكالوريوس,2020/2019,2,2322346744,Pixoboo,2024-08-01,,,
699115704,مروان جمال أمير بوديبة,الاردنية,699115704,ذكر,2.74,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,2,8235789881,Camimbo,2022-09-24,7 Kennedy Parkway,,3768476267
183292004,افتكار سراج الدين علي النفير,الاردنية,183292004,انثى,3.96,علم الحاسوب,بكالوريوس,2023/2022,2,9995965727,,2022-07-03,6 Judy Lane,الخاص,2093692667
311279172,سليم خلدون راسل الشريف,الاردنية,311279172,انثى,2.54,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,3,8696709312,Riffpath,,48897 Nobel Park,العام,7302104189
440752482,مودة أيوب حاتم عنون,الاردنية,440752482,انثى,3.45,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,9799918125,Browseblab,2021-07-28,35760 Hintze Lane,العام,7409774618
201384464,عبدالرحمن إبراهيم أمير بنسلامة,الاردنية,201384464,انثى,3.86,علم الحاسوب,ماجستير (مسار الشامل),2020/2019,1,,,2021-10-23,95 Fordem Road,,6084037093
297813201,ساري زهير معاويه النابلي,الاردنية,297813201,انثى,2.83,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2020/2019,2,,Jayo,2022-04-23,90 Utah Street,الخاص,2211890458
715485681,حيدر ايتن أمين العواني,الاردنية,715485681,ذكر,2.27,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,5212699011,InnoZ,2023-02-11,25 Raven Circle,الخاص,6575342500
704078518,فريدة سعيد عتيق سعيد,الاردنية,704078518,انثى,3.69,الأمن السيبراني,بكالوريوس,2020/2019,1,,Oba,2022-12-09,,الخاص,4241691026
500251789,لى لى إحسان شيار القلشاني,الاردنية,500251789,ذكر,1.71,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,1,,Meevee,2024-11-13,865 Mayfield Plaza,,8249292872
451583244,يزن علي نيروز جاوحدو,الاردنية,451583244,انثى,2.67,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,2,9194314152,Lazz,,,الخاص,7613908610
562755689,زيدون معاذ رامي الرقيق,الاردنية,562755689,انثى,2.35,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2023/2022,3,9308065573,Twiyo,2023-01-29,683 Fieldstone Way,الخاص,
733725484,بدر مُهاب ساري بودوارة,الاردنية,733725484,انثى,3.18,هندسة البرمجيات,بكالوريوس,2020/2019,2,1342347975,,2021-08-28,77 Golf Course Street,العام,
967215087,مجدي يامن مشاري بن عبد السلام,الاردنية,967215087,انثى,2.5,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,,Fivebridge,2022-09-06,523 Carioca Court,,1933725439
727900277,أنوس أسعد أسعد الكافي,الاردنية,727900277,انثى,2.45,علم الحاسوب,ماجستير (مسار الشامل),2022/2021,3,6725456969,,2022-02-10,,الخاص,4952638919
668792142,سدرة شاهين وائل جاوحدو,الاردنية,668792142,انثى,2.6,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,2,,Eidel,2021-05-03,95077 Southridge Park,العام,4639129844
573313672,نايف نايف باسم العطار,الاردنية,573313672,ذكر,1.66,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,3,7613714263,,2022-03-13,,العام,4656247125
539674819,هيا سهيل سيف العنابي,الاردنية,539674819,ذكر,3.74,هندسة البرمجيات,بكالوريوس,2024/2023,3,7486027336,Eadel,2021-07-05,,العام,7284065509
635330931,زبير اياس عادل القلال,الاردنية,635330931,انثى,3.22,علم الحاسوب,بكالوريوس,2020/2019,3,7477642226,Leexo,2021-02-13,597 Mallory Way,الخاص,5945653874
711860837,إباء أنس إدريس النجار,الاردنية,711860837,انثى,3.17,الأمن السيبراني,بكالوريوس,2023/2022,2,4801341543,,2022-12-03,90 Walton Junction,الخاص,1931026784
255416854,زينة أدهم أنس عطالله,الاردنية,255416854,ذكر,2.17,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2021/2020,2,2136440646,Thoughtworks,2023-03-26,,العام,8285265963
235311727,علي طاهر صهيب جاوحدو,الاردنية,235311727,ذكر,3.13,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,2,3681610673,Plambee,2024-07-10,86 Debs Court,العام,
86410733,عادل ميرزا أسامة بوديبة,الاردنية,86410733,ذكر,2.84,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,2,,Skynoodle,2022-02-25,60 Golf Course Terrace,الخاص,8413134149
588856769,لارين حمزة نايف العنابي,الاردنية,588856769,انثى,2.2,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2024/2023,1,1401847418,Kimia,2021-06-17,01808 Oneill Plaza,,6231558916
969400675,منال صفوان غالب الوحيشي,الاردنية,969400675,ذكر,3.76,هندسة البرمجيات,بكالوريوس,2020/2019,2,7479800366,Meevee,2021-12-17,7228 Jackson Crossing,العام,6632762621
169588582,عزام أنس راجي الخليفي,الاردنية,169588582,ذكر,3.76,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,3,3388667611,Pixoboo,2024-04-06,5 Vahlen Trail,العام,6592060533
559890195,أنوس جبر ايتن بن عبدالله,الاردنية,559890195,انثى,2.8,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,2,9886826141,Gevee,2024-10-29,,,
